Crop,Ground_Truth,Prediction,Path
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_227.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_25.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_326.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_342.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_349.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_351.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_685.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_695.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_721.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_816.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_854.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_868.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Yellow Leaf Curl Virus\Curl_170.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Yellow Leaf Curl Virus\Curl_173.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Yellow Leaf Curl Virus\Curl_26.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Yellow Leaf Curl Virus\Curl_4.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Yellow Leaf Curl Virus\Curl_6.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Yellow Leaf Curl Virus\Curl_61.jpg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_2062.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_2320.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_3127.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_3326.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_5811.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_6487.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_7878.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_8144.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_8526.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_8770.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_9089.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_9620.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_9695.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Old\Augmented_0_1269.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Old\Augmented_0_2263.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_1110.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_1119.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_1477.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_1539.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_2010.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_2343.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_2393.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_2616.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_323.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_3942.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_4206.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_4592.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_4661.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_4801.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_4866.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_522.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_5351.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_5481.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_5591.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_5987.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_6314.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_6979.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_7010.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_7289.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_7365.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_7466.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_778.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_8322.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_8374.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_8567.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_8985.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_9126.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_9283.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_9460.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_9557.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_9668.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_2863.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_3998.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_4687.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_680.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_7082.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_7909.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_882.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_9127.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Leaf_Carl_Virus\Augmented_0_105.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Leaf_Carl_Virus\Augmented_0_3176.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Leaf_Carl_Virus\Augmented_0_3195.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Leaf_Carl_Virus\Augmented_0_373.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Leaf_Carl_Virus\Augmented_0_41.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Leaf_Carl_Virus\Augmented_0_6056.jpeg
Guava,Abiotic,Biotic,RAW_DATA\04_Guava\abiotic\Nutritional Deficiency\20230819_130723.jpg
Guava,Abiotic,Biotic,RAW_DATA\04_Guava\abiotic\Nutritional Deficiency\IMG20230817152012.jpg
Guava,Abiotic,Biotic,RAW_DATA\04_Guava\abiotic\Nutritional Deficiency\IMG20230817155059.jpg
Guava,Abiotic,Biotic,RAW_DATA\04_Guava\abiotic\Nutritional Deficiency\IMG20230817161628.jpg
Guava,Abiotic,Biotic,RAW_DATA\04_Guava\abiotic\Nutritional Deficiency\IMG_2563.jpg
Guava,Abiotic,Biotic,RAW_DATA\04_Guava\abiotic\Nutritional Deficiency\IMG_2582.jpg
Guava,Abiotic,Biotic,RAW_DATA\04_Guava\abiotic\Nutritional Deficiency\IMG_2618.jpg
Guava,Abiotic,Biotic,RAW_DATA\04_Guava\abiotic\Nutritional Deficiency\IMG_2659.jpg
Guava,Biotic,Abiotic,RAW_DATA\04_Guava\biotic\Leaf Spot\IMG20230817155626.jpg
Guava,Biotic,Abiotic,RAW_DATA\04_Guava\biotic\Rust\IMG20230817155526.jpg
Guava,Biotic,Abiotic,RAW_DATA\04_Guava\biotic\Rust\IMG_20231027_061111(1).jpg
Jackfruit,Abiotic,Biotic,RAW_DATA\06_Jackfruit\abiotic\Dried\Dried_449.jpg
Jackfruit,Abiotic,Biotic,RAW_DATA\06_Jackfruit\abiotic\Senescence\Senescence_104.jpg
Jackfruit,Abiotic,Biotic,RAW_DATA\06_Jackfruit\abiotic\Senescence\Senescence_107.jpg
Jackfruit,Abiotic,Biotic,RAW_DATA\06_Jackfruit\abiotic\Senescence\Senescence_141.jpg
Jackfruit,Abiotic,Biotic,RAW_DATA\06_Jackfruit\abiotic\Senescence\Senescence_145.jpg
Jackfruit,Abiotic,Biotic,RAW_DATA\06_Jackfruit\abiotic\Senescence\Senescence_148.jpg
Jackfruit,Abiotic,Biotic,RAW_DATA\06_Jackfruit\abiotic\Senescence\Senescence_215.jpg
Jackfruit,Abiotic,Biotic,RAW_DATA\06_Jackfruit\abiotic\Senescence\Senescence_267.jpg
Jackfruit,Abiotic,Biotic,RAW_DATA\06_Jackfruit\abiotic\Senescence\Senescence_92.jpg
Mazie,Abiotic,Biotic,RAW_DATA\07_Mazie\abiotic\Nitrogen\2 (97).jpeg
Mazie,Abiotic,Biotic,RAW_DATA\07_Mazie\abiotic\Phosphorous\3 (102).jpeg
Mazie,Biotic,Abiotic,RAW_DATA\07_Mazie\biotic\Corn_leaf_blight\train_Corn leaf blight_111.jpg
Mazie,Biotic,Abiotic,RAW_DATA\07_Mazie\biotic\Corn_leaf_blight\train_Corn leaf blight_145.jpg
Mazie,Biotic,Abiotic,RAW_DATA\07_Mazie\biotic\Corn_leaf_blight\train_Corn leaf blight_81.jpg
Mazie,Biotic,Abiotic,RAW_DATA\07_Mazie\biotic\Corn_leaf_blight\train_Corn leaf blight_9.jpg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_1376.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_1843.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_1879.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_1935.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_2070.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_2355.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_238.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_2549.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3008.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3201.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3213.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3449.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3504.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3581.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3685.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3749.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3767.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3826.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3920.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3922.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3969.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3975.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3990.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_4042.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_4068.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_4109.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_433.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_434.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_4504.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_4581.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_4658.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_4678.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_4753.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_4800.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_5077.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_5196.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_54.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_5426.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_5499.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_5597.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_5675.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_5733.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_5855.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_611.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_6231.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_6268.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_6587.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_6682.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_6780.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_7000.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_7145.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_7146.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_7512.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_7563.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_8433.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_8494.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_8633.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_8850.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_8871.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_9009.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_9076.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_9235.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_9385.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_9462.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_967.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_9802.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_9865.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_988.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_9945.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_9959.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_1111.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_1465.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_1682.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_198.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_2039.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_2136.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_2952.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_343.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_3448.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_3656.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_3708.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_3717.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_4500.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_453.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_4581.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_4801.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_5061.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_5110.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_5155.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_5737.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_5888.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_640.jpeg
AloeVera,Biotic,Abiotic,RAW_DATA\09_AloeVera\biotic\Aloe Rust\Augmented_0_7387.jpeg
