Crop,Ground_Truth,Prediction,Path
Tomato,Abiotic,Biotic,RAW_DATA\02_Tomato\abiotic\Healthy\Healthy_381.jpg
Tomato,Abiotic,Biotic,RAW_DATA\02_Tomato\abiotic\Magnesium Deficiency\Magnesium Deficiency_190.jpg
Tomato,Abiotic,Biotic,RAW_DATA\02_Tomato\abiotic\Magnesium Deficiency\Magnesium Deficiency_244.jpg
Tomato,Abiotic,Biotic,RAW_DATA\02_Tomato\abiotic\Magnesium Deficiency\Magnesium Deficiency_360.jpg
Tomato,Abiotic,Biotic,RAW_DATA\02_Tomato\abiotic\Magnesium Deficiency\Magnesium Deficiency_409.jpg
Tomato,Abiotic,Biotic,RAW_DATA\02_Tomato\abiotic\Magnesium Deficiency\Magnesium Deficiency_452.jpg
Tomato,Abiotic,Biotic,RAW_DATA\02_Tomato\abiotic\Magnesium Deficiency\Magnesium Deficiency_577.jpg
Tomato,Abiotic,Biotic,RAW_DATA\02_Tomato\abiotic\Magnesium Deficiency\Magnesium Deficiency_632.jpg
Tomato,Abiotic,Biotic,RAW_DATA\02_Tomato\abiotic\Magnesium Deficiency\Magnesium Deficiency_636.jpg
Tomato,Abiotic,Biotic,RAW_DATA\02_Tomato\abiotic\Magnesium Deficiency\Magnesium Deficiency_649.jpg
Tomato,Abiotic,Biotic,RAW_DATA\02_Tomato\abiotic\Magnesium Deficiency\Magnesium Deficiency_652.jpg
Tomato,Abiotic,Biotic,RAW_DATA\02_Tomato\abiotic\Magnesium Deficiency\Magnesium Deficiency_680.jpg
Tomato,Abiotic,Biotic,RAW_DATA\02_Tomato\abiotic\Magnesium Deficiency\Magnesium Deficiency_717.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Bacteiral Spot\Bacteiral Spot_22.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Bacteiral Spot\Bacteiral Spot_37.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Bacteiral Spot\Bacteiral Spot_53.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Bacteiral Spot\Bacteiral Spot_58.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Bacteiral Spot\Bacteiral Spot_79.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Early Blight\Early Blight_165.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Early Blight\Early Blight_176.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Early Blight\Early Blight_190.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Early Blight\Early Blight_191.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Early Blight\Early Blight_194.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Early Blight\Early Blight_260.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Early Blight\Early Blight_284.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Early Blight\Early Blight_291.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Early Blight\Early Blight_292.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Early Blight\Early Blight_410.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Early Blight\Early Blight_68.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Early Blight\Early Blight_70.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Early Blight\Early Blight_95.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Late Blight\Late Blight_2.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Late Blight\Late Blight_34.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Late Blight\Late Blight_84.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_129.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_135.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_138.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_164.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_165.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_21.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_224.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_284.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_287.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_342.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_359.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_483.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_555.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_592.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_676.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_852.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Leaf Miner Flies\Leaf Miner Flies_863.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\1 (668).jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\Tomato Septoria leaf spot (101).jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Tomato septoria leaf spot\Tomato Septoria leaf spot (34).jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Tomato verticulium wilt\1 (34).jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Yellow Leaf Curl Virus\Curl_140.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Yellow Leaf Curl Virus\Curl_157.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Yellow Leaf Curl Virus\Curl_18.jpg
Tomato,Biotic,Abiotic,RAW_DATA\02_Tomato\biotic\Yellow Leaf Curl Virus\Curl_7.jpg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_1728.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_1924.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_1974.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_2411.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_2672.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_2687.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_2728.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_3661.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_4006.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_4099.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_5764.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_5837.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_5922.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_6007.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_6011.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_6330.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_6471.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_6986.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_7580.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_8672.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_8862.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_9150.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Healthy\Augmented_0_9808.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_1468.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_2384.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_5504.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_6639.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_7878.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_8712.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Iron_Dediciency\Augmented_0_8713.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Old\Augmented_0_3292.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Old\Augmented_0_8002.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Old\Augmented_0_8155.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Old\Augmented_0_8312.jpeg
Carambola,Abiotic,Biotic,RAW_DATA\03_Carambola\abiotic\Old\Augmented_0_9342.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_2010.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_2034.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_2145.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_3002.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_323.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_3487.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_3617.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_3738.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_4714.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_477.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_5399.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_5439.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_5573.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_5591.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_6367.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_6495.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_685.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_6962.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_7132.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_7188.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_7492.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_7513.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_7973.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_8046.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_8124.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_8610.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_8985.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_9283.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_930.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_9351.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_9436.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Algal_Leaf_Spot\Augmented_0_9760.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_3232.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_3506.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_3509.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_4437.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_4448.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_4894.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_5278.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_585.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_7890.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_8316.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_8470.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_937.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Insect_past\Augmented_0_9624.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Leaf_Carl_Virus\Augmented_0_1304.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Leaf_Carl_Virus\Augmented_0_1377.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Leaf_Carl_Virus\Augmented_0_1441.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Leaf_Carl_Virus\Augmented_0_2544.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Leaf_Carl_Virus\Augmented_0_5798.jpeg
Carambola,Biotic,Abiotic,RAW_DATA\03_Carambola\biotic\Leaf_Carl_Virus\Augmented_0_8812.jpeg
cherry,Biotic,Abiotic,RAW_DATA\05_Spanish_cherry\biotic\Sap-Sucking Insects\2025_03_06_14_34_IMG_3392.jpg
Mazie,Biotic,Abiotic,RAW_DATA\07_Mazie\biotic\MSV\MSV_1037.JPEG
Wheat,Biotic,Abiotic,RAW_DATA\08_Wheat\biotic\WheatLeafRust\train_104.jpg
Wheat,Biotic,Abiotic,RAW_DATA\08_Wheat\biotic\WheatLeafRust\train_225.jpg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1049.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1126.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1260.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1344.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1375.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1435.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1513.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1590.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1620.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1802.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1811.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1815.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1891.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_1940.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_2250.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_2263.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_2288.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_2453.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_253.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_2805.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_2936.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_3692.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_3946.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_40.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_4687.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_5001.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_5023.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_5205.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_5881.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_6004.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_6111.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_6137.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_659.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_6964.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_7045.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_7235.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_7324.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_7346.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_7779.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_8038.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_8246.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_8406.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_8425.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_8481.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_8803.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_9015.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_9759.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Healthy\Augmented_0_9926.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_10.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_1921.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_1965.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_2014.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_219.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_220.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_2336.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_2356.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_2583.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_2670.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_2690.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3008.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3077.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3168.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3581.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3807.jpeg
AloeVera,Abiotic,Biotic,RAW_DATA\09_AloeVera\abiotic\Sunburn\Augmented_0_3975.jpeg
